,Datetime,SA DPT,SA Temp,RA DPT,SA %RH,RA Temp,RA Humidity,Unit Status
12,2022-05-12 01:40:25,21.2,26.3,21.9,74.2,28.0,70.4,0
13,2022-05-12 01:40:25,21.2,26.3,21.9,74.3,27.9,69.9,0
14,2022-05-12 01:56:50,21.1,26.2,21.9,74.4,27.7,70.9,0
15,2022-05-12 01:56:50,21.1,26.2,21.8,74.6,27.8,70.4,0
16,2022-05-12 02:11:24,21.3,26.1,21.7,74.7,27.5,71.2,0
17,2022-05-12 02:11:24,21.0,26.1,21.7,74.6,27.5,71.2,0
18,2022-05-12 02:26:26,21.3,26.1,21.7,74.7,27.7,70.6,0
19,2022-05-12 02:26:26,21.5,26.6,21.7,74.0,26.6,74.9,1
20,2022-05-12 02:42:41,18.2,20.7,20.7,86.4,27.4,67.0,1
21,2022-05-12 02:42:41,13.3,14.8,16.9,91.4,24.7,61.8,1
22,2022-05-12 02:57:54,12.7,13.7,15.1,93.8,22.6,63.3,1
23,2022-05-12 02:57:54,12.0,13.0,15.1,94.0,22.0,64.8,1
24,2022-05-12 03:12:03,11.7,12.7,14.2,94.3,21.6,63.0,1
25,2022-05-12 03:12:03,11.6,12.6,14.1,94.5,21.2,63.8,1
26,2022-05-12 03:28:28,11.6,12.6,13.8,94.6,21.4,62.1,1
27,2022-05-12 03:28:28,11.4,12.4,13.8,94.6,21.7,60.8,1
28,2022-05-12 03:43:14,11.5,12.5,13.8,94.6,21.7,61.5,1
29,2022-05-12 03:43:14,11.4,12.4,13.4,94.6,21.6,60.6,1
30,2022-05-12 03:59:06,11.7,12.5,13.6,94.7,21.0,63.4,1
31,2022-05-12 03:59:06,11.6,12.4,13.7,94.7,21.1,63.5,1
32,2022-05-12 04:14:22,12.5,13.3,14.4,94.9,21.3,64.7,1
33,2022-05-12 04:14:22,12.9,13.7,18.4,95.0,25.8,64.0,0
34,2022-05-12 04:30:55,14.0,15.0,17.6,94.1,28.8,50.9,1
35,2022-05-12 04:30:55,12.0,13.0,14.6,94.4,22.9,60.3,1
36,2022-05-12 04:50:35,15.5,16.3,16.7,95.0,23.2,67.2,1
37,2022-05-12 04:50:35,12.7,13.7,14.9,94.6,22.9,61.2,1
38,2022-05-12 05:04:26,13.0,13.8,14.9,94.7,22.1,64.2,1
39,2022-05-12 05:04:26,12.9,13.7,14.8,95.0,21.7,64.7,1
40,2022-05-12 05:21:46,13.2,14.0,15.1,95.0,21.6,66.8,1
41,2022-05-12 05:21:46,12.5,13.3,14.8,94.9,21.7,65.0,1
42,2022-05-12 05:38:38,12.9,13.7,14.7,95.1,21.6,65.0,1
43,2022-05-12 05:38:38,14.0,14.8,15.5,95.2,21.7,67.8,1
44,2022-05-12 05:54:17,13.0,13.8,15.2,95.1,21.9,66.3,1
45,2022-05-12 05:54:17,13.9,14.7,16.0,95.2,22.2,68.4,1
46,2022-05-12 06:10:22,14.9,15.7,16.0,95.4,22.0,69.5,1
47,2022-05-12 06:10:22,18.4,19.3,19.4,95.2,23.3,79.4,1
48,2022-05-12 06:26:22,14.1,14.9,16.8,95.0,23.1,68.2,1
49,2022-05-12 06:26:22,12.8,13.6,15.8,95.1,22.0,68.4,1
50,2022-05-12 06:41:38,12.5,13.3,15.4,95.3,21.6,68.0,1
51,2022-05-12 06:41:38,12.7,13.5,15.3,95.5,21.3,69.5,1
52,2022-05-12 06:56:28,12.5,13.3,15.2,95.5,21.2,69.4,1
53,2022-05-12 06:56:28,12.9,13.7,15.0,95.6,21.0,69.0,1
54,2022-05-12 07:13:03,13.4,14.2,14.9,95.6,21.1,68.4,1
55,2022-05-12 07:13:03,12.8,13.6,14.8,95.6,21.0,68.1,1
56,2022-05-12 07:30:29,13.5,14.3,14.6,95.6,20.8,67.9,1
57,2022-05-12 07:30:29,12.4,13.2,14.8,95.6,20.8,69.2,1
58,2022-05-12 07:44:36,13.1,13.9,14.8,95.6,20.7,69.4,1
59,2022-05-12 07:44:36,12.5,13.1,14.7,95.7,20.6,69.1,1
60,2022-05-12 08:00:15,12.8,13.6,14.9,95.6,20.6,70.0,1
61,2022-05-12 08:00:15,12.3,12.9,14.9,95.7,20.6,70.3,1
62,2022-05-12 08:17:15,13.0,13.7,14.4,95.7,20.3,69.0,1
63,2022-05-12 08:17:15,13.2,13.9,14.6,95.7,20.3,70.5,1
64,2022-05-12 08:34:16,12.0,12.6,14.3,95.7,20.2,68.8,1
65,2022-05-12 08:34:16,12.4,13.0,14.7,95.7,20.2,70.8,1
66,2022-05-12 08:50:27,15.3,16.0,16.3,95.7,20.7,76.2,1
67,2022-05-12 08:50:27,17.2,18.1,18.4,95.4,22.1,80.2,0
0,2022-05-13 00:15:38,19.4,20.3,21.5,95.2,26.1,76.2,0
1,2022-05-13 00:34:32,20.3,21.2,21.7,95.0,26.8,73.8,0
2,2022-05-13 00:51:08,20.8,21.9,21.7,94.4,27.3,72.3,0
3,2022-05-13 01:06:43,21.8,22.9,21.8,94.2,27.6,71.0,0
4,2022-05-13 01:21:48,22.2,23.3,21.9,94.2,27.7,70.8,0
5,2022-05-13 01:37:19,22.5,23.6,21.8,94.2,27.8,70.0,0
6,2022-05-13 01:52:57,22.7,23.8,21.7,94.0,27.7,70.4,0
7,2022-05-13 02:09:09,22.8,24.0,21.9,93.4,27.9,70.0,0
8,2022-05-13 02:26:31,22.8,24.2,21.9,91.9,27.9,70.6,0
9,2022-05-13 02:41:43,22.6,24.4,22.2,90.0,28.0,70.9,0
10,2022-05-13 03:01:57,22.4,24.6,22.2,88.4,27.8,71.7,0
11,2022-05-13 03:16:36,22.3,24.7,22.1,87.2,27.9,71.3,0
12,2022-05-13 03:32:52,22.2,24.8,22.1,86.1,27.7,71.8,0
13,2022-05-13 03:49:46,22.2,24.9,22.0,85.2,27.8,71.1,0
14,2022-05-13 04:06:52,22.0,25.0,21.8,84.1,27.6,71.5,0
15,2022-05-13 04:23:22,21.9,25.0,21.8,83.3,27.6,71.0,0
16,2022-05-13 04:39:27,21.7,25.0,21.9,82.6,27.5,71.9,0
17,2022-05-13 04:55:04,21.8,25.1,21.9,82.0,27.5,71.9,0
18,2022-05-13 05:12:47,21.6,25.1,22.1,81.3,27.7,71.8,0
19,2022-05-13 05:28:17,21.9,23.5,22.2,91.4,26.0,79.9,1
20,2022-05-13 05:41:51,20.1,21.7,21.0,91.6,25.6,76.5,1
21,2022-05-13 05:59:21,13.0,14.3,15.7,92.6,23.5,61.8,1
22,2022-05-13 06:17:57,15.1,16.3,18.6,93.5,27.1,60.6,0
23,2022-05-13 06:33:10,18.2,19.2,18.9,93.7,28.9,54.7,0
24,2022-05-13 06:52:25,19.9,21.1,19.1,93.2,29.8,53.6,0
25,2022-05-13 07:09:40,20.4,22.7,19.5,86.9,30.9,51.1,0
26,2022-05-13 07:30:33,19.9,24.0,19.7,78.1,31.1,51.6,0
27,2022-05-13 07:45:36,18.7,25.1,19.2,68.4,31.3,49.6,0
28,2022-05-13 08:05:21,18.7,25.8,19.2,64.9,32.0,47.5,0
29,2022-05-13 08:22:43,18.4,26.3,19.9,62.6,33.5,45.2,0
30,2022-05-13 08:36:38,18.5,27.0,20.0,60.0,33.7,45.6,0
31,2022-05-13 08:51:02,18.6,27.4,20.2,59.0,34.3,44.1,0
32,2022-05-13 09:06:17,18.4,27.8,20.3,57.3,34.8,43.0,0
33,2022-05-13 09:21:47,18.3,28.3,20.0,54.8,35.8,40.0,0
34,2022-05-13 09:36:39,18.4,28.7,19.9,53.9,36.1,39.2,0
35,2022-05-13 09:53:14,18.1,29.0,19.9,52.2,36.6,37.8,0
36,2022-05-13 10:17:06,17.8,29.4,20.0,50.1,37.2,37.1,0
37,2022-05-13 10:33:36,18.4,30.0,20.5,50.1,37.8,36.8,0
38,2022-05-13 11:01:36,18.0,30.3,20.5,48.5,37.8,36.9,0
39,2022-05-13 11:21:02,18.2,30.5,20.3,48.3,37.5,37.3,0
40,2022-05-13 11:37:10,18.8,30.5,20.4,50.2,37.2,38.2,0
41,2022-05-13 11:51:22,19.2,30.6,21.7,51.1,36.8,42.1,0
42,2022-05-13 12:06:26,20.9,29.9,20.3,59.3,38.1,36.5,0
43,2022-05-13 12:21:14,18.5,30.5,20.4,49.0,37.2,38.5,0
44,2022-05-13 12:36:13,11.0,13.1,14.1,87.4,26.0,48.6,0
45,2022-05-13 12:53:23,11.9,13.4,14.1,91.6,22.9,57.8,0
46,2022-05-13 13:12:14,12.1,13.2,14.3,92.7,22.0,62.5,0
47,2022-05-13 13:28:59,12.2,13.3,14.2,93.0,22.1,61.4,0
48,2022-05-13 13:46:16,12.7,13.8,14.5,93.4,22.2,61.8,0
49,2022-05-13 14:01:36,12.5,13.6,14.4,93.5,21.6,64.6,0
50,2022-05-13 14:22:01,11.5,12.6,14.3,93.6,21.5,63.8,0
51,2022-05-13 14:38:48,12.4,13.4,14.6,93.8,21.5,65.5,0
52,2022-05-13 14:58:27,12.4,13.4,14.3,94.0,21.2,65.0,0
53,2022-05-13 15:14:52,12.1,13.1,14.3,94.1,21.0,65.9,0
54,2022-05-13 15:36:05,11.9,12.9,14.1,94.2,21.0,65.4,0
55,2022-05-13 15:52:17,12.9,13.9,14.2,94.3,20.9,65.7,0
56,2022-05-13 16:06:40,11.4,12.4,13.9,94.3,20.8,65.5,0
57,2022-05-13 16:21:28,12.3,13.3,13.8,94.4,20.7,65.3,0
58,2022-05-13 16:36:14,12.4,13.4,14.3,94.5,20.7,66.9,0
59,2022-05-13 17:08:59,11.6,12.6,14.3,94.5,20.7,67.5,0
60,2022-05-13 17:25:32,12.3,13.3,14.1,94.6,20.7,66.3,0
61,2022-05-13 17:42:18,11.3,12.3,14.2,94.6,20.6,67.2,0
62,2022-05-13 18:01:52,12.3,13.1,14.2,94.7,20.6,66.8,0
63,2022-05-13 18:18:27,11.7,12.5,14.3,94.7,20.5,67.8,0
64,2022-05-13 18:37:15,14.1,14.9,15.5,94.7,20.8,72.0,0
65,2022-05-13 18:55:08,16.7,17.7,17.7,94.4,22.0,77.1,0
66,2022-05-13 19:13:46,18.5,19.5,19.2,94.2,22.9,80.3,0
0,2022-05-14 00:10:52,20.0,21.1,20.5,94.1,25.8,73.3,0
1,2022-05-14 00:10:52,21.1,22.2,20.9,94.0,26.6,70.8,0
2,2022-05-14 00:31:34,21.7,22.8,20.9,94.1,27.1,68.9,0
3,2022-05-14 00:31:34,22.1,23.2,20.9,94.1,27.1,69.1,0
4,2022-05-14 00:51:57,22.4,23.5,21.2,93.9,27.2,70.0,0
5,2022-05-14 00:51:57,22.4,23.8,21.3,92.2,27.1,71.5,0
6,2022-05-14 01:16:22,22.2,24.0,21.6,89.8,27.2,71.7,0
7,2022-05-14 01:16:22,21.9,24.2,21.5,87.6,27.0,72.3,0
8,2022-05-14 01:41:55,21.8,24.4,21.6,86.1,27.1,72.3,0
9,2022-05-14 01:41:55,21.8,24.5,21.6,85.0,26.9,73.0,0
10,2022-05-14 02:06:39,21.6,24.5,21.7,84.0,27.0,72.7,0
11,2022-05-14 02:06:39,21.5,24.6,21.5,82.7,26.8,73.3,0
12,2022-05-14 02:31:21,21.2,24.7,21.6,81.6,26.9,72.9,0
13,2022-05-14 02:31:21,21.2,24.7,21.6,80.8,26.9,72.8,0
14,2022-05-14 02:46:11,21.1,24.8,21.5,80.0,26.8,73.1,0
15,2022-05-14 02:46:11,20.9,24.8,21.5,79.3,26.8,73.2,0
16,2022-05-14 03:01:30,20.9,24.8,21.6,78.7,26.7,73.9,0
17,2022-05-14 03:01:30,20.6,24.8,21.6,78.2,26.7,73.7,0
18,2022-05-14 03:18:12,20.6,24.8,21.6,77.8,26.9,73.4,0
19,2022-05-14 03:18:12,20.4,24.8,21.6,77.5,26.9,73.3,0
20,2022-05-14 03:32:32,20.5,24.9,21.6,77.3,27.2,72.4,0
21,2022-05-14 03:32:32,20.6,25.0,21.6,77.0,27.6,70.6,0
22,2022-05-14 03:47:23,20.5,25.1,21.8,76.6,28.3,68.3,0
23,2022-05-14 03:47:23,20.6,25.2,21.9,76.2,29.0,66.3,0
24,2022-05-14 04:07:09,20.8,25.4,22.2,76.1,29.8,64.3,0
25,2022-05-14 04:07:09,21.0,25.6,22.0,75.9,30.2,62.3,0
26,2022-05-14 04:23:19,20.9,25.7,21.9,75.0,30.3,60.7,0
27,2022-05-14 04:23:19,20.8,25.8,21.4,74.0,30.7,58.4,0
28,2022-05-14 04:43:37,20.7,26.0,20.8,73.4,31.6,53.1,0
29,2022-05-14 04:43:37,20.6,26.3,20.9,71.0,32.4,51.4,0
30,2022-05-14 05:00:12,20.5,26.5,20.8,70.4,33.4,48.3,0
31,2022-05-14 05:00:12,20.3,26.8,20.3,68.1,34.4,44.4,0
32,2022-05-14 05:20:55,20.3,27.0,20.2,66.9,34.3,44.5,0
33,2022-05-14 05:20:55,20.4,27.1,20.1,66.7,34.6,43.3,0
34,2022-05-14 05:35:10,20.4,27.4,20.4,65.9,35.4,42.4,0
35,2022-05-14 05:35:10,20.5,27.7,20.9,65.2,36.4,40.8,0
36,2022-05-14 05:52:09,20.7,28.0,21.0,64.9,37.4,39.3,0
37,2022-05-14 05:52:09,20.9,28.4,21.3,64.4,38.2,38.4,0
38,2022-05-14 06:07:22,21.0,28.8,21.8,63.0,38.7,38.5,0
39,2022-05-14 06:07:22,21.2,29.0,22.2,62.7,39.2,37.8,0
40,2022-05-14 06:23:31,21.2,29.3,21.7,62.2,39.6,35.8,0
41,2022-05-14 06:23:31,21.4,29.5,21.6,62.1,40.0,35.4,0
42,2022-05-14 06:37:54,20.4,29.9,21.9,57.1,39.9,36.5,0
43,2022-05-14 06:37:54,20.1,28.4,20.4,61.4,29.6,57.8,0
44,2022-05-14 06:54:03,19.4,29.2,19.5,56.2,29.6,55.2,0
45,2022-05-14 06:54:03,18.5,29.1,18.5,52.8,29.8,51.2,0
46,2022-05-14 07:08:32,16.5,28.7,16.7,48.1,29.6,45.7,0
47,2022-05-14 07:08:32,15.8,28.3,15.7,46.7,29.3,44.1,0
48,2022-05-14 07:23:17,16.8,30.1,17.4,45.6,33.3,38.7,0
49,2022-05-14 07:23:17,17.1,30.9,17.9,44.2,34.8,36.9,0
50,2022-05-14 07:38:11,17.5,31.3,18.0,44.1,35.4,36.3,0
51,2022-05-14 07:38:11,17.8,31.6,18.1,43.8,35.5,36.1,0
52,2022-05-14 07:54:39,17.6,31.8,17.9,43.3,35.3,36.2,0
53,2022-05-14 07:54:39,17.7,31.9,17.5,42.8,34.9,36.6,0
54,2022-05-14 08:12:00,17.3,31.9,17.8,42.5,34.2,38.0,0
55,2022-05-14 08:12:00,17.9,31.8,18.9,44.2,32.8,44.2,0
56,2022-05-14 08:31:21,18.3,31.8,19.0,45.4,32.2,46.6,0
57,2022-05-14 08:31:21,18.6,31.7,19.4,46.2,31.8,48.3,0
58,2022-05-14 08:47:05,18.8,31.6,19.6,46.9,31.4,49.7,0
59,2022-05-14 08:47:05,19.2,31.6,19.6,47.7,31.0,50.9,0
60,2022-05-14 09:01:02,19.1,31.5,19.6,48.5,30.7,52.3,0
61,2022-05-14 09:01:02,19.2,31.3,19.7,49.1,30.4,53.6,0
62,2022-05-14 09:19:57,19.5,31.2,20.1,49.9,30.2,54.8,0
63,2022-05-14 09:19:57,19.4,31.1,19.9,50.5,30.0,55.6,0
64,2022-05-14 09:36:05,19.6,31.0,20.0,51.1,29.8,56.6,0
65,2022-05-14 09:36:05,19.5,30.9,20.1,51.6,29.6,57.4,0
0,2022-05-15 07:41:11,19.7,30.8,20.5,52.2,29.4,58.7,0
1,2022-05-15 07:41:11,19.9,30.7,20.6,53.0,29.2,60.0,0
2,2022-05-15 07:56:53,20.1,30.5,20.5,54.2,28.9,61.2,0
3,2022-05-15 07:56:53,20.0,30.4,20.4,54.4,28.8,61.5,0
4,2022-05-15 08:12:16,20.2,30.3,20.5,54.8,28.6,62.0,0
5,2022-05-15 08:12:16,20.1,30.2,20.4,55.2,28.4,62.4,0
6,2022-05-15 08:27:27,19.9,30.0,20.5,55.6,28.3,62.7,0
7,2022-05-15 08:27:27,20.1,29.9,20.3,55.9,28.1,63.0,0
8,2022-05-15 08:42:47,20.0,29.8,20.2,56.4,28.0,63.2,0
9,2022-05-15 08:42:47,20.2,29.7,20.5,56.9,28.0,64.0,0
10,2022-05-15 08:58:51,20.1,29.6,20.6,57.5,27.9,64.7,0
11,2022-05-15 08:58:51,20.2,29.4,20.5,58.0,27.8,65.2,0
12,2022-05-15 09:19:24,20.1,29.3,20.7,58.6,27.7,65.7,0
13,2022-05-15 09:19:24,20.3,29.2,20.6,59.2,27.6,66.0,0
14,2022-05-15 09:36:12,20.5,29.1,20.5,59.7,27.5,66.4,0
15,2022-05-15 09:36:12,20.4,29.0,20.5,60.2,27.5,66.6,0
16,2022-05-15 09:55:45,20.3,28.9,20.4,60.5,27.4,66.3,0
17,2022-05-15 09:55:45,20.4,28.8,20.2,60.7,27.2,66.5,0
18,2022-05-15 10:11:21,20.4,28.7,20.4,61.1,27.1,67.0,0
19,2022-05-15 10:11:21,19.1,25.8,20.1,67.1,26.6,68.1,0
20,2022-05-15 10:25:15,12.0,13.6,15.1,90.6,23.7,59.6,0
21,2022-05-15 10:25:15,12.1,13.4,14.9,92.4,22.1,63.9,0
22,2022-05-15 10:41:38,12.1,13.2,14.4,92.9,21.6,64.5,0
23,2022-05-15 10:41:38,11.6,12.7,14.5,93.0,21.9,63.4,0
24,2022-05-15 10:56:37,12.4,13.5,14.7,93.4,21.6,64.7,0
25,2022-05-15 10:56:37,12.2,13.3,14.3,93.5,22.0,62.6,0
26,2022-05-15 11:30:27,12.4,13.5,14.7,93.6,21.9,63.9,0
27,2022-05-15 11:30:27,11.7,12.8,14.8,93.6,21.5,66.1,0
28,2022-05-15 11:46:00,12.1,13.1,14.7,93.7,21.4,65.8,0
29,2022-05-15 11:46:00,11.6,12.6,14.6,93.7,21.5,65.3,0
30,2022-05-15 12:01:27,11.6,12.6,14.3,93.8,21.5,63.8,0
31,2022-05-15 12:01:27,13.5,14.5,15.3,93.9,22.3,65.5,0
32,2022-05-15 12:18:14,12.7,13.8,14.9,93.6,22.3,63.0,0
33,2022-05-15 12:18:14,15.1,16.3,16.8,93.4,29.8,46.5,0
34,2022-05-15 12:33:12,14.3,15.5,15.7,93.5,22.9,64.2,0
35,2022-05-15 12:33:12,14.1,15.3,15.3,93.6,22.5,64.0,0
36,2022-05-15 12:48:00,13.2,14.3,15.6,93.1,22.6,65.5,0
37,2022-05-15 12:48:00,13.3,14.4,15.1,93.1,22.6,63.4,0
38,2022-05-15 13:04:33,14.2,15.4,15.3,93.5,22.8,63.4,0
39,2022-05-15 13:04:33,13.8,14.9,15.8,93.3,22.8,65.2,0
40,2022-05-15 13:21:37,13.2,14.3,15.1,92.8,22.8,62.1,0
41,2022-05-15 13:21:37,12.7,14.0,15.2,92.1,22.9,61.8,0
42,2022-05-15 13:41:45,12.3,13.6,14.8,92.3,22.8,61.6,0
43,2022-05-15 13:41:45,14.7,16.0,16.9,91.8,30.2,45.2,0
44,2022-05-15 13:57:48,13.8,14.9,15.9,93.1,23.1,63.8,0
45,2022-05-15 13:57:48,14.0,15.0,16.7,93.7,23.0,68.0,0
46,2022-05-15 14:29:27,13.2,14.2,16.9,94.1,22.7,69.8,0
47,2022-05-15 14:29:27,15.3,16.3,16.8,94.4,22.4,71.1,0
48,2022-05-15 14:44:37,14.7,15.7,17.2,94.5,22.3,72.7,0
49,2022-05-15 14:44:37,15.6,16.6,16.2,94.6,22.0,69.8,0
50,2022-05-15 15:00:08,14.4,15.4,15.8,94.6,22.0,67.8,0
51,2022-05-15 15:00:08,13.3,14.1,16.2,94.7,21.5,72.0,0
52,2022-05-15 15:16:24,12.9,13.7,15.5,94.7,21.5,69.1,0
53,2022-05-15 15:16:24,14.8,15.6,15.1,94.7,21.6,67.5,0
54,2022-05-15 15:45:41,13.3,14.3,15.9,94.5,21.7,70.6,0
55,2022-05-15 15:45:41,14.6,15.6,15.6,94.5,21.6,68.8,0
56,2022-05-15 16:17:02,13.2,14.2,16.8,94.4,23.3,67.4,0
57,2022-05-15 16:17:02,14.8,15.8,15.5,94.4,22.7,64.4,0
58,2022-05-15 16:32:39,12.6,13.6,15.4,93.8,21.6,67.8,0
59,2022-05-15 16:32:39,13.6,14.6,14.8,94.2,21.5,66.3,0
60,2022-05-15 16:49:23,13.1,14.1,16.1,94.4,21.4,72.4,0
61,2022-05-15 16:49:23,14.5,15.3,15.1,94.7,21.3,67.9,0
62,2022-05-15 17:03:51,13.5,14.3,14.7,94.7,21.1,67.5,0
63,2022-05-15 17:03:51,14.6,15.4,15.0,94.8,21.0,69.3,0
64,2022-05-15 17:20:02,13.7,14.5,14.8,94.8,21.0,67.7,0
65,2022-05-15 17:20:02,12.5,13.3,15.3,94.7,21.0,70.2,0
66,2022-05-15 17:35:58,13.5,14.3,15.2,94.9,20.9,69.9,0
